file,label,page,text,id,surrounding_text,link
11.pdf,DATE,71,that day,,3 way she looked to you that day?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=71
11.pdf,timexy,71,three months,"TIMEX3 type=""DURATION"" value=""P3M""","5 want to say, maybe three months ago that was to            05:26",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=71
11.pdf,timexy,71,9 day,"TIMEX3 type=""DURATION"" value=""P9D""",9 day?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=71
11.pdf,DATE,72,"the
19",,"10 Exhibit 19.  Exhibit 19, do you have that in front         05:45
11 of you?
12       A   Yes.
13       Q   Okay.  And the first page of the document
14 says Declaration of John Christopher Depp, II.
15       A   Correct.                                         05:46
16       Q   Do you see that?
17           And is this one of the documents -- I
18 think there's a little bit of confusion in the
19 record.
20           Is this one of the documents you reviewed        05:46
21 before this deposition, or was it the complaint or
22 something else?
23       A   I believe so, yes.
24       Q   You believe you reviewed this?
25       A   Yes.                                             05:46",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=72
11.pdf,timexy,73,April 21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""",8 Ms. Heard's birthday party on April 21?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=73
11.pdf,DATE,77,the week,,"1       Q   Yes.                                             06:18
2       A   Not to my knowledge.
3       Q   Oh, strike that.  I may have misspoken.
4           Did Ms. Pennington tell you that Ms. Heard
5 had spent the night with Mr. Depp -- try again.            06:18
6           That Ms. -- did Ms. Pennington tell you
7 that Ms. Heard spent the night with Mr. Musk during
8 the week after the May 21 incident?
9       A   I don't recall exactly, but it would have",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=77
11.pdf,timexy,77,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","1       Q   Yes.                                             06:18
2       A   Not to my knowledge.
3       Q   Oh, strike that.  I may have misspoken.
4           Did Ms. Pennington tell you that Ms. Heard
5 had spent the night with Mr. Depp -- try again.            06:18
6           That Ms. -- did Ms. Pennington tell you
7 that Ms. Heard spent the night with Mr. Musk during
8 the week after the May 21 incident?
9       A   I don't recall exactly, but it would have",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=77
11.pdf,timexy,77,16 weeks,"TIMEX3 type=""DURATION"" value=""P16W""","10 been either that time or shortly thereafter.               06:18
11       Q   So he was spending the night with her in
12 Penthouse 3 within a week or so of the alleged
13 incident, while she was still married to Mr. Depp;
14 true?
15       A   I would be comfortable saying within three       06:18
16 weeks of the incident, to my recollection.
17       Q   Did you ever tell anybody that Mr. Musk
18 spent the night with Ms. Heard within one week of
19 that incident?
20       A   No.                                              06:19
21       Q   Mr. Drew, are you paying your legal fees
22 with relate -- with respect to this deposition?
23       A   No.
24       Q   Who is?
25       A   Ms. Heard.                                       06:19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=77
11.pdf,timexy,77,one week,"TIMEX3 type=""DURATION"" value=""P1W""","10 been either that time or shortly thereafter.               06:18
11       Q   So he was spending the night with her in
12 Penthouse 3 within a week or so of the alleged
13 incident, while she was still married to Mr. Depp;
14 true?
15       A   I would be comfortable saying within three       06:18
16 weeks of the incident, to my recollection.
17       Q   Did you ever tell anybody that Mr. Musk
18 spent the night with Ms. Heard within one week of
19 that incident?
20       A   No.                                              06:19
21       Q   Mr. Drew, are you paying your legal fees
22 with relate -- with respect to this deposition?
23       A   No.
24       Q   Who is?
25       A   Ms. Heard.                                       06:19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=77
11.pdf,DATE,77,the week of May 21st,,17 Mr. Depp the week of May 21st after the alleged,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=77
11.pdf,DATE,77,that week,,23 was spending the night with Mr. Depp that week after,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=77
11.pdf,DATE,77,May 21st,,17 Mr. Depp the week of May 21st after the alleged,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=77
11.pdf,timexy,78,"November 25, 2019","TIMEX3 type=""DATE"" value=""2019-11-25T00:00:00""","1           I, the undersigned, a Certified Shorthand
2 Reporter of the State of California, do hereby
3 certify:
4           That the foregoing proceedings were taken
5 before me at the time and place herein set forth;
6 that any witnesses in the foregoing proceedings,
7 prior to testifying, were administered an oath; that
8 a record of the proceedings was made by me using
9 machine shorthand which was thereafter transcribed
10 under my direction; that the foregoing transcript is
11 a true record of the testimony given.
12           I further certify that I am neither
13 financially interested in the action nor a relative
14 or employee of any attorney or any party to this
15 action.
16           IN WITNESS WHEREOF, I have this date
17 subscribed my name.
18 Dated:  November 25, 2019
19
20
21
22                   <%1482,Signature%>
23                   MICHELLE BULKLEY
24                   CSR No. 13658",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=78
11.pdf,timexy,78,"November 19, 2019","TIMEX3 type=""DATE"" value=""2019-11-19T00:00:00""","1           DECLARATION OF PENALTY OF PERJURY
2
3
4
5      I, JOSHUA DREW, do hereby certify under penalty
6 of perjury that I have read the foregoing transcript
7 of my deposition taken on November 19, 2019; that I
8 have made such corrections as appear noted herein;
9 that my testimony as contained herein, as corrected,
10 is true and correct.
11
12
13      DATED this _____ day of _____________, 20_____,
14 at __________________________________, California.
15
16
17
18                          _______________________
19                          JOSHUA DREW
20
21
22
23
24
25",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=78
11.pdf,DATE,79,"280:22
14th 43:9",,"140 136:9
1400 4:11
1482 280:22
14th 43:9
15 6:23 19:2 99:9
110:5 111:23
112:6 123:24
125:3,10 160:24
173:8 174:5
179:17 181:1
206:18 218:4
235:5,9 236:3,6,10
236:20,21,22
259:2
154 6:12
16 6:24 107:3
112:5 113:11
236:17,18 239:16
239:17 240:9
241:7,16 258:23",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"161:22 244:21,22",,"161:22 244:21,22
245:1,2 269:7",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"6:19
19th",,"1900 4:11
191 6:19
19th 8:10
1:12 81:11
2
2 6:5 27:13 81:11
97:3,5 156:18
157:2,4 247:3
270:16,17
20 80:17 86:5",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"3:14
2003",,"20005 3:5
20006 3:14
2003 11:10 22:16
2005 97:18
2009 43:9
2012 156:25
2013 157:1,2
2014 11:21 12:19
26:14 156:15
157:5 159:22
161:23",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"156:25
2013",,"20005 3:5
20006 3:14
2003 11:10 22:16
2005 97:18
2009 43:9
2012 156:25
2013 157:1,2
2014 11:21 12:19
26:14 156:15
157:5 159:22
161:23",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"157:1,2
2014",,"20005 3:5
20006 3:14
2003 11:10 22:16
2005 97:18
2009 43:9
2012 156:25
2013 157:1,2
2014 11:21 12:19
26:14 156:15
157:5 159:22
161:23",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"120:19 121:22
125:12 197:21
2019",,"2016 6:9 25:5,13
45:6 49:3 55:15
59:24 74:8 89:2,7
89:9 91:16 93:9
120:19 121:22
125:12 197:21
2019 1:17 2:7 7:6
8:2,10 154:15
248:11 279:7
280:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"3:20
21st 25:11 77:10

157:17",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"129:20
2211",,"22 81:16 129:20
2211 2:4 3:9 8:8
223 6:21
22nd 49:3,8 50:1
74:8 75:7 76:16
79:7 80:1 89:9
235:21 237:2,15
237:19,24 239:12
250:2 252:15
23 103:12 112:22",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"6:21
22nd",,"22 81:16 129:20
2211 2:4 3:9 8:8
223 6:21
22nd 49:3,8 50:1
74:8 75:7 76:16
79:7 80:1 89:9
235:21 237:2,15
237:19,24 239:12
250:2 252:15
23 103:12 112:22",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,79,"6:23
23rd 82:6 83:1",,"173:10
234 6:22
236 6:23
23rd 82:6 83:1",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=79
11.pdf,DATE,80,"5:13
27th 83:4,12",,"27 6:9 112:21
275 5:13
27th 83:4,12",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,80,120:19 238:19,,"120:19 238:19
28 6:3 107:16,23
280 1:25
2:08 132:17
2:32 132:21",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,80,"111:12,13
114:21",,"28:21 30:2,2 32:3
32:4,9 55:20
60:17 61:7,13,16
61:20 65:8,12,19
85:19 87:8,12
88:4 89:2 92:11
96:12,22 102:12
103:6,10,14,19
104:23 107:19
108:3,8 111:12,13
114:21 115:15
116:7 120:15,25
122:6,12 123:14
124:10 132:2,4,21
159:21 161:22
173:18 175:16
210:10 217:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,80,"63:18
46 113:16",,"40 268:17
441 129:2,7
442 129:2
443 128:24
45 63:18
46 113:16 117:7
4:01 190:21
4:37 223:9
4:52 223:14",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,80,199:1 205:13,,"102:23 107:19
108:6,10 109:12
109:17 110:11,14
110:18,22 111:9
114:22 116:15
120:8,9 123:2
199:1 205:13
211:9,18,20,25
220:25 227:21
228:4 232:3
245:11,11 246:2
249:1,11 254:5
256:4,24 259:18
260:16 261:20
262:11 268:10,20
268:24 269:11,20
270:1,3",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,80,"103:7

123:16",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,80,"153:20

154:6,7 165:22

Veritext Legal Solutions",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,80,"159:22 168:21,22",,"159:22 168:21,22
197:5 248:10
255:11
90 104:14
90067-6029 4:12
90071 3:19
92612 3:10 8:10
949.752.7100 3:10
97 6:5
9:43 239:24,24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,80,"100:13
126:10",,"ably 9:24
absolutely 100:13
126:10 191:10
192:24 234:2",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,80,"191:10
192:24",,"ably 9:24
absolutely 100:13
126:10 191:10
192:24 234:2",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=80
11.pdf,DATE,81,"109:8,10
112:20",,"agreed 8:14 10:6
ah 139:24
ahead 19:20 25:16
77:20 97:24 99:8
99:22 101:15
102:25 106:8,25
107:15 109:8,10
112:20 113:10,15
122:22 162:11
190:7 264:20",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=81
11.pdf,DATE,82,"110:2
119:1 121:8",,"answer 5:16 19:12
20:7 32:14 36:20
38:12,15,16 39:10
39:11,16,16,17,19
57:13 59:16 70:16
72:1 77:17,22
79:10 89:16 110:2
119:1 121:8 134:7
135:25 143:6
146:1 147:4
148:25 155:19
156:10 161:15
162:11,25 164:21
176:10 178:4
187:15 189:25
208:17 242:21
251:7 274:2
answered 28:10",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=82
11.pdf,DATE,82,"162:11,25 164:21
176:10",,"answer 5:16 19:12
20:7 32:14 36:20
38:12,15,16 39:10
39:11,16,16,17,19
57:13 59:16 70:16
72:1 77:17,22
79:10 89:16 110:2
119:1 121:8 134:7
135:25 143:6
146:1 147:4
148:25 155:19
156:10 161:15
162:11,25 164:21
176:10 178:4
187:15 189:25
208:17 242:21
251:7 274:2
answered 28:10",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=82
